pris_idx,vac_idx,energy,vac_type,formation_energy
725,1,-1000.0733,In,5.06404063333332
732,3,-686.7069,O,5.064149550000025
1168,1,-1058.9271,Rb,5.064979337500063
1143,1,-532.58814,Rb,5.0653693374999875
825,4,-918.94771,O,5.065709550000065
62,3,-1438.1768,Cu,5.0657825000000685
2,26,-1313.9851,O,5.0711195500000485
1152,1,-510.08018,Rb,5.071589337500086
1065,1,-1276.1955,Na,5.072628034482705
524,3,-1001.0741,O,5.073819550000053
1097,1,-395.64764,Na,5.075128034482759
1028,3,-743.58005,O,5.077149550000058
142,3,-875.59964,O,5.077759549999996
1234,5,-855.22168,Sn,5.0783894500000315
2,28,-1313.9777,O,5.078519550000237
631,1,-1889.9093,Cs,5.079039793103448
18,8,-687.78795,O,5.081899550000003
628,6,-1058.2145,Cs,5.084939793103331
628,8,-1058.2126,Cs,5.086839793103309
628,5,-1058.2125,Cs,5.086939793103284
787,2,-746.79142,Rh,5.087180499999931
804,1,-1631.4154,K,5.087261549999994
2,20,-1313.9684,O,5.087819550000177
17,4,-688.60696,O,5.087879550000139
343,5,-487.34535,O,5.0887195500000075
1168,3,-1058.9033,Rb,5.0887793375002275
360,6,-1173.5262,O,5.0893195500000274
378,60,-1132.8055,O,5.092419550000159
563,4,-910.7648,O,5.092569550000007
808,1,-874.90376,K,5.092791550000015
1296,3,-867.1728,O,5.09429954999996
27,3,-489.11148,O,5.098049550000042
879,3,-1426.2131,O,5.101819550000073
377,28,-1124.0661,Fe,5.103374899999835
1067,2,-1276.4553,Na,5.103528034482679
1078,1,-1437.4984,Na,5.104428034482908
773,1,-488.40306,K,5.1057515499999795
1301,3,-515.61551,O,5.106189550000067
18,9,-687.76352,O,5.106329550000055
1053,3,-707.02025,O,5.107089550000069
732,4,-686.66309,O,5.107959550000032
378,19,-1129.9198,Fe,5.108674900000096
730,1,-541.26264,K,5.109351550000042
1138,6,-467.14017,O,5.110309550000011
628,7,-1058.1889,Cs,5.110539793103271
628,4,-1058.1884,Cs,5.111039793103373
628,2,-1058.1878,Cs,5.11163979310345
18,7,-687.75809,O,5.111759549999988
628,3,-1058.184,Cs,5.1154397931034055
360,5,-1173.4985,O,5.117019550000123
1032,7,-641.79829,O,5.117509550000136
1269,3,-875.76768,O,5.117629550000061
772,1,-945.82719,K,5.117681550000043
628,1,-1058.181,Cs,5.1184397931033345
2,15,-1313.9377,O,5.118519550000201
628,9,-1058.1809,Cs,5.118539793103309
1034,13,-641.80833,O,5.118689550000113
763,1,-707.16691,K,5.118921549999982
377,72,-1126.9186,O,5.1203195499999765
1098,2,-403.78817,Na,5.120578034482776
788,2,-836.75362,Ru,5.122104499999978
1034,11,-641.80366,O,5.123359550000032
1079,1,-1276.7944,Na,5.1239280344827876
1243,3,-925.45755,O,5.124019550000071
1034,12,-641.80224,O,5.124779550000085
206,1,-719.75096,Be,5.12487550000003
1138,5,-467.12485,O,5.125629550000042
1228,3,-821.37778,O,5.1259295500000235
900,2,-1227.3841,Mo,5.126740999999811
14,10,-878.3162,O,5.127329550000127
1081,1,-1276.5287,Na,5.127528034482793
1032,8,-641.78737,O,5.128429550000078
1076,2,-1276.6047,Na,5.129628034482721
237,3,-879.07587,O,5.130319550000081
1230,3,-829.56287,O,5.131259550000095
770,1,-706.33506,K,5.131801550000091
14,14,-878.31128,O,5.132249550000097
1034,14,-641.79456,O,5.132459550000021
777,1,-1069.5968,K,5.133261550000043
752,3,-730.26903,K,5.133821549999993
795,3,-625.51408,O,5.134039550000011
113,3,-912.53013,O,5.136089550000065
17,5,-688.55811,O,5.136729550000041
465,15,-1665.9406,O,5.1409195500002625
1192,1,-870.6435,Rb,5.141229337499908
376,45,-1134.1251,O,5.141619550000087
889,3,-1000.359,O,5.143219550000026
1110,2,-548.29783,Zn,5.145966300000055
14,13,-878.29752,O,5.146009550000144
30,47,-1328.0184,O,5.146819550000146
734,12,-1381.9741,O,5.147219550000045
871,3,-816.39422,O,5.147269550000033
14,9,-878.29458,O,5.148949550000111
1045,15,-664.81076,O,5.149289550000049
480,12,-1363.6447,O,5.149419549999948
1034,19,-641.77503,O,5.151989550000053
1032,10,-641.76213,O,5.1536695500001315
14,20,-878.2883,O,5.155229550000058
769,2,-706.52202,K,5.155331550000028
1045,12,-664.80372,O,5.1563295500000095
1034,10,-641.76973,O,5.157289550000087
1034,18,-641.76878,O,5.158239550000076
1034,17,-641.76769,O,5.159329550000052
734,14,-1381.9608,O,5.16051954999989
623,2,-452.4706,K,5.1625415500000145
774,1,-1072.7819,K,5.162861550000116
967,1,-927.71194,Mn,5.1635062068966135
1185,3,-752.43752,O,5.16436955000006
769,1,-706.51266,K,5.164691550000043
728,2,-741.01312,Sb,5.166037299999971
760,1,-627.86983,K,5.166731550000009
736,19,-1382.1966,O,5.168019550000054
184,3,-531.5086,O,5.168619550000017
1019,3,-986.40045,O,5.170119550000095
1173,3,-1261.3397,Rb,5.171479337500159
735,4,-687.45315,O,5.171939550000047
766,1,-707.35666,K,5.172781549999968
1045,19,-664.78673,O,5.173319549999974
261,5,-1610.9982,Rh,5.173570500000096
993,3,-1056.1677,O,5.174419550000039
712,3,-722.18045,O,5.176989550000144
1165,1,-793.35761,Rb,5.177339337499916
1045,17,-664.78165,O,5.178399549999995
1027,8,-1381.5886,O,5.179319549999946
861,3,-885.34523,O,5.179689550000035
26,6,-772.53534,O,5.180599550000011
107,9,-932.25834,V,5.180867199999966
30,34,-1327.9819,O,5.183319550000078
963,3,-855.65304,O,5.183379550000041
871,2,-811.37903,B,5.185426583333424
798,5,-509.96539,O,5.18553954999993
1045,20,-664.77242,O,5.187629549999997
736,17,-1382.1766,O,5.1880195500000355
1045,14,-664.77187,O,5.1881795499999726
464,19,-1666.2009,O,5.191519550000066
771,1,-797.84007,K,5.191751550000049
799,5,-1028.0756,O,5.191919550000193
32,5,-874.22495,O,5.192259550000017
378,79,-1132.7036,O,5.194319550000046
1091,3,-843.21477,O,5.195029549999958
377,40,-1126.8434,O,5.195519549999972
707,3,-690.74241,O,5.1956695500001615
752,2,-730.20546,K,5.19739155000002
1096,4,-1395.4044,Na,5.200028034483012
1270,3,-886.34205,O,5.2021695500001215
467,8,-1669.3471,O,5.2026195500000085
379,26,-1126.4938,Fe,5.203174900000022
1324,1,-1017.7283,Sr,5.2064020999998775
751,1,-362.76249,K,5.207361549999973
752,1,-730.1954,K,5.207451550000087
1176,13,-1379.354,O,5.207919550000042
736,16,-1382.1566,O,5.208019550000017
319,1,-813.96215,Cd,5.2090674000000945
736,18,-1382.1552,O,5.209419550000121
736,15,-1382.1531,O,5.211519550000048
580,1,-1011.8544,Zn,5.214096299999937
530,3,-823.57472,Cu,5.214822500000082
805,4,-603.75197,O,5.214999550000016
415,2,-1368.1569,Co,5.216988449999917
550,4,-1149.9721,O,5.218219550000185
28,3,-440.79745,O,5.2187995499999715
967,2,-927.95996,B,5.21889658333339
357,2,-1030.086,Co,5.220688449999898
736,13,-1382.1436,O,5.221019549999937
1150,5,-1041.5245,O,5.221619550000014
618,3,-1131.1967,O,5.221919550000166
356,2,-1030.2054,Co,5.222888450000028
775,1,-1073.3949,K,5.223461550000138
736,14,-1382.1407,O,5.223919550000119
867,1,-1101.3715,Li,5.223973433333185
822,1,-903.35702,Li,5.224443433333363
464,16,-1666.1667,O,5.225719550000122
736,20,-1382.1383,O,5.226319549999971
809,1,-551.29004,K,5.228321550000032
495,20,-790.04248,O,5.228839550000089
467,10,-1669.32,O,5.229719550000027
1026,1,-790.8231,Na,5.230938034482733
734,7,-1381.8898,O,5.23151955000003
18,5,-687.63813,O,5.23171954999998
621,4,-541.09726,O,5.232489550000082
776,1,-1073.485,K,5.232961550000255
1236,1,-1126.0128,Sn,5.233859450000182
153,4,-1689.198,O,5.23581954999986
1051,4,-731.58363,O,5.242259550000085
349,4,-1213.5351,O,5.242619549999972
30,44,-1327.922,O,5.243219550000049
160,3,-1012.8357,O,5.243619550000062
378,52,-1132.6528,O,5.245119550000027
734,15,-1381.8741,O,5.247219549999954
1287,3,-1336.0955,Nb,5.247336000000132
349,2,-1210.6114,Co,5.247688449999941
18,10,-687.6209,O,5.24894955000002
14,19,-878.19419,O,5.249339550000059
800,3,-835.61284,O,5.250849549999998
1347,5,-1674.5726,F,5.2513626500001465
251,3,-1136.6875,O,5.253119550000065
1150,6,-1041.4908,O,5.255319549999967
1096,2,-1395.3487,Na,5.2557280344829
589,2,-1129.4216,Mo,5.256141000000071
1108,1,-1080.1308,Na,5.258328034482929
360,9,-1173.3524,O,5.263119550000056
444,6,-1337.2527,V,5.264587200000051
335,1,-851.53742,Cd,5.264647400000058
75,3,-847.44907,O,5.264789550000046
1027,9,-1381.5018,O,5.266119549999985
464,14,-1666.1261,O,5.266319550000162
12,4,-883.1205,O,5.266719550000062
1138,7,-466.98045,O,5.270029550000004
887,3,-1495.4036,O,5.271819549999918
30,49,-1327.8927,O,5.27251954999997
382,40,-1137.6063,O,5.273419550000199
1027,15,-1381.4941,O,5.273819550000098
107,12,-932.16462,V,5.274587199999928
750,4,-424.08398,O,5.27565955
580,4,-1011.5719,O,5.279219549999993
382,20,-1134.731,Fe,5.2792749000000185
1350,7,-1281.2265,O,5.279619550000007
1186,1,-394.66631,Rb,5.279849337500025
1097,2,-395.44247,Na,5.280298034482769
742,5,-1047.4026,O,5.280419550000261
803,2,-695.88676,Te,5.280689666666717
378,73,-1132.6171,O,5.28081955000016
375,23,-556.19149,Fe,5.281774899999959
788,3,-844.56763,O,5.283399550000013
379,7,-1123.8751,Cr,5.2835039999999935
252,2,-1293.5585,Ca,5.28508869999996
885,5,-1126.5278,O,5.2863195499999165
742,6,-1047.3965,O,5.286519550000094
377,54,-1126.7522,O,5.2867195500000435
691,1,-1201.0631,Fe,5.288274899999806
1105,1,-1623.5856,Na,5.288328034482674
822,2,-903.29124,Li,5.290223433333381
1045,10,-664.669,O,5.291049550000025
1045,13,-664.66893,O,5.291119549999962
251,4,-1136.6491,O,5.291519549999975
1173,1,-1261.2196,Rb,5.291579337500252
55,4,-872.47302,O,5.2924895500000275
753,3,-731.95721,K,5.29265154999996
666,5,-800.47924,O,5.293399550000004
753,10,-731.2722,O,5.294119550000005
336,1,-1282.0616,Cd,5.295317399999931
1208,3,-833.29751,O,5.296579550000047
1105,2,-1623.5773,Na,5.296628034482865
1045,16,-664.66166,O,5.298389550000024
1095,1,-932.26112,Na,5.298468034482653
1093,1,-929.34833,Na,5.298688034482666
571,2,-1133.6986,V,5.298987200000056
753,2,-731.9497,K,5.300161549999984
796,3,-637.57455,O,5.3002795500000275
753,1,-731.94916,K,5.300701549999985
753,9,-731.26381,O,5.302509549999968
1044,3,-655.79792,O,5.303069550000032
467,9,-1669.2465,O,5.303219549999994
193,4,-473.18533,O,5.303269549999982
754,1,-547.148,K,5.303551550000066
1044,4,-655.79726,O,5.303729549999957
214,2,-869.36907,B,5.304126583333414
621,3,-541.02535,O,5.304399550000085
93,1,-726.18764,Al,5.304403699999966
755,11,-731.50415,O,5.305629550000049
382,63,-1137.574,O,5.305719550000049
1160,1,-632.39217,Rb,5.3093493374999525
753,4,-731.94018,K,5.309681549999937
886,8,-1504.1838,O,5.310619549999956
547,7,-848.7668,O,5.311609550000071
469,20,-1659.1416,O,5.3116195500001595
252,1,-1293.5289,Ca,5.314688700000033
767,1,-1423.182,K,5.314761549999957
379,33,-1129.2507,O,5.31571955000004
1352,9,-1280.5538,O,5.317119550000143
958,1,-1018.5211,Mg,5.31759569999997
1099,3,-867.55379,O,5.318339550000019
697,2,-768.76711,B,5.319346583333413
262,1,-943.58249,Ca,5.319908700000042
574,8,-1498.0429,Zr,5.325297500000033
752,8,-729.39313,O,5.326179550000006
469,19,-1659.1262,O,5.327019550000159
376,39,-1133.9391,O,5.3276195500000085
752,7,-729.39145,O,5.327859550000085
1043,1,-684.98968,Na,5.329918034482716
886,5,-1504.1638,O,5.330619549999938
1245,4,-1143.3353,O,5.33071955000014
886,9,-1504.1633,O,5.3311195500000395
755,15,-731.47698,O,5.332799550000004
754,3,-546.43318,O,5.334829550000109
383,3,-906.61108,O,5.335279549999996
254,1,-1293.6268,Ca,5.336388700000043
1137,6,-497.37193,O,5.337139549999961
370,1,-933.00721,Co,5.337758450000024
577,1,-1270.8563,Zn,5.339696300000014
212,3,-861.80436,O,5.339749550000079
360,10,-1173.2737,O,5.341819550000082
573,6,-738.71487,Zr,5.342857499999923
1183,2,-821.86592,Ru,5.343004500000006
360,8,-1173.2709,O,5.344619550000061
752,10,-729.37332,O,5.345989550000013
1183,3,-829.83735,O,5.34687955000004
755,1,-732.14507,K,5.348251549999986
357,4,-1029.9572,Co,5.349488449999853
30,37,-1327.8149,O,5.350319549999995
12,3,-883.03518,O,5.352039550000086
1240,3,-749.18876,Sn,5.353399450000097
335,2,-851.44791,Cd,5.3541574000000764
755,17,-731.45378,O,5.355999549999979
1045,9,-664.60386,O,5.356189549999954
886,7,-1504.1362,O,5.358219550000058
755,3,-732.13222,K,5.361101550000058
30,35,-1327.8039,O,5.361319549999962
1045,18,-664.5985,O,5.361549550000063
886,10,-1504.1315,O,5.362919550000015
755,4,-732.13018,K,5.363141550000023
755,2,-732.1289,K,5.364421549999975
1182,2,-733.21235,Rh,5.364710500000001
30,57,-1327.8005,O,5.364719550000018
30,42,-1327.8002,O,5.36501955000017
721,3,-607.66528,O,5.365189549999968
965,1,-1175.7489,Mn,5.365576206896549
550,3,-1149.8234,O,5.366919550000148
429,2,-1491.8534,Mn,5.367076206896627
464,20,-1666.0249,O,5.367519550000225
315,1,-938.4445,Cd,5.368687400000113
794,1,-1047.3103,K,5.36886155000002
375,9,-553.5657,Cr,5.369194000000107
30,28,-1327.7959,O,5.36931955
316,1,-1162.5997,Cd,5.371317399999953
758,1,-638.65781,K,5.371351549999986
830,5,-1140.5682,O,5.371419550000155
812,6,-949.93957,O,5.373549550000007
382,30,-1134.636,Fe,5.374274900000046
838,1,-1089.1732,Li,5.376373433333356
886,6,-1504.1154,O,5.379019550000066
30,50,-1327.7857,O,5.379519550000168
1130,1,-709.26547,Ni,5.379705299999955
1045,11,-664.5787,O,5.381349549999982
1098,1,-403.52494,Na,5.38380803448274
753,16,-731.18214,O,5.384179549999999
1354,20,-1279.3267,O,5.386619549999978
1051,3,-731.43833,O,5.3875595500001054
1027,12,-1381.3784,O,5.389519549999932
324,1,-869.68307,Cd,5.389987399999995
38,5,-676.7093,O,5.390509550000047
526,5,-1023.2532,O,5.394019549999939
324,2,-869.67813,Cd,5.394927400000029
422,2,-1871.0875,Fe,5.396374899999955
360,7,-1173.218,O,5.39751954999997
753,14,-731.16739,O,5.398929550000048
1329,30,-717.48236,O,5.400469550000139
753,15,-731.16565,O,5.400669549999975
30,40,-1327.764,O,5.401219550000178
562,5,-912.62746,O,5.4020095500000025
30,31,-1327.7629,O,5.402319550000129
1309,3,-840.90676,O,5.4026295500001424
555,3,-913.43366,O,5.402689549999991
752,12,-729.31634,O,5.40296955000008
15,4,-1319.2907,O,5.403219550000131
1004,5,-1588.0025,Mn,5.404176206896409
413,2,-1087.8988,Cd,5.404517400000032
79,1,-1265.7365,Al,5.406753700000081
755,13,-731.40286,O,5.406919549999998
30,58,-1327.757,O,5.4082195500000125
753,13,-731.15591,O,5.410409550000054
30,38,-1327.7539,O,5.411319550000144
62,2,-1437.831,Cu,5.411582500000122
377,61,-1126.6262,O,5.41271955000002
751,3,-361.87306,O,5.413249549999989
830,4,-1140.5246,O,5.415019550000125
755,19,-731.39444,O,5.415339549999999
573,5,-738.64229,Zr,5.415437499999939
1354,16,-1279.2939,O,5.419419550000157
797,1,-849.07447,K,5.420311550000065
755,16,-731.38945,O,5.4203295500000195
752,11,-729.29879,O,5.4205195499999945
547,6,-848.65738,O,5.421029550000071
850,1,-1300.1674,Li,5.421873433333303
379,48,-1129.1429,O,5.423519550000037
15,3,-1319.2703,O,5.4236195500002395
752,9,-729.29368,O,5.425629550000053
13,10,-1319.399,O,5.425919550000117
510,3,-843.70273,O,5.425989550000054
1304,3,-581.21641,O,5.426289550000092
355,1,-1300.5577,Co,5.427388449999853
134,5,-1493.106,O,5.4280195500000445
1041,1,-695.32174,Na,5.429718034482676
1042,1,-695.53075,Na,5.429778034482638
32,4,-873.98652,O,5.430689550000011
755,14,-731.37627,O,5.433509550000053
830,3,-1140.5037,O,5.435919550000108
847,3,-1959.4082,Li,5.438273433333052
144,10,-1519.9512,Ge,5.438590800000156
378,27,-1129.5896,Fe,5.438874899999973
665,3,-799.42451,O,5.4394695500000125
16,12,-877.77765,O,5.440459550000014
382,77,-1137.4371,O,5.442619550000018
375,28,-556.03031,Fe,5.442954900000018
377,31,-1123.7241,Fe,5.445374899999933
30,27,-1327.7185,O,5.446719550000125
917,4,-1427.3345,O,5.4479195500000515
868,2,-1662.7104,Li,5.44847343333322
1027,11,-1381.3194,O,5.448519549999901
1035,3,-778.39297,O,5.450149550000106
573,1,-740.882,Y,5.4525133333334
1030,13,-624.65224,O,5.453039550000085
1019,2,-986.33361,Zn,5.454336300000023
134,7,-1493.0783,O,5.45571955000014
755,12,-731.35346,O,5.456319549999989
755,9,-731.35301,O,5.45676954999999
30,29,-1327.7034,O,5.461819549999973
1106,2,-1087.736,Na,5.462628034482805
885,4,-1126.3512,O,5.462919549999924
382,27,-1134.5462,Fe,5.464074900000014
134,8,-1493.0685,O,5.465519549999954
756,1,-617.52949,K,5.466191550000076
798,8,-509.68356,O,5.467369549999944
144,19,-1522.8126,O,5.467619550000109
62,4,-1438.8104,O,5.468119549999983
847,1,-1959.3782,Li,5.4682734333330245
654,4,-634.41681,O,5.468629549999946
35,5,-812.14149,O,5.469089550000035
1349,7,-1285.8815,O,5.469919549999986
30,45,-1327.6952,O,5.470019549999961
829,3,-567.54313,O,5.472569550000003
389,2,-663.11047,As,5.473168000000101
562,4,-912.55375,O,5.475719550000008
727,1,-954.98751,In,5.476970633333394
1238,2,-739.53813,Ge,5.4769807999999784
1200,4,-1029.8856,O,5.478019549999999
1130,2,-706.8918,Sb,5.482177299999989
1352,13,-1280.3885,O,5.4824195500000314
1150,2,-1042.0945,Rb,5.483279337500107
16,11,-877.73185,O,5.48625955
860,1,-407.29283,Li,5.4867534333333765
31,17,-1331.5007,O,5.487219549999963
30,36,-1327.6777,O,5.4875195500001155
1196,3,-912.7934,O,5.488999550000017
1159,3,-613.31972,O,5.490189550000082
1030,9,-624.6097,O,5.495579550000116
30,46,-1327.6663,O,5.498919549999982
1018,2,-1123.7307,Zn,5.50099629999977
753,11,-731.06498,O,5.5013395500000115
850,2,-1300.0864,Li,5.502873433333434
574,9,-1497.865,Zr,5.503197499999942
30,56,-1327.6592,O,5.506019550000019
805,1,-604.14381,K,5.5067015500000025
30,32,-1327.6563,O,5.508919549999973
375,24,-555.96292,Fe,5.51034489999995
33,10,-812.63228,O,5.511829550000016
30,48,-1327.652,O,5.513219550000031
495,16,-789.75587,O,5.515449550000085
753,12,-731.05047,O,5.515849549999984
10,2,-641.41763,Cl,5.516182149999963
1353,19,-1277.0052,O,5.51641954999991
410,2,-1088.6419,Cd,5.517417399999886
799,9,-1027.749,O,5.5185195500000646
1150,1,-1042.059,Rb,5.518779337500064
1152,2,-509.37744,Cd,5.519367400000078
37,3,-692.41555,O,5.5202895500000295
382,53,-1137.3594,O,5.5203195500000675
365,1,-917.40087,Co,5.52033844999994
740,5,-775.11895,O,5.521279550000031
379,30,-1126.1724,Fe,5.5245749000000615
1032,6,-641.3912,O,5.524599550000062
867,2,-1101.0706,Li,5.524873433333141
44,11,-1192.2575,Co,5.5256884499999614
902,3,-845.58073,O,5.5268195500000274
755,18,-731.28123,O,5.52854954999998
799,10,-1027.7375,O,5.530019550000134
414,2,-879.27396,Co,5.530208450000032
1176,15,-1379.0313,O,5.530619549999983
382,36,-1137.3419,O,5.537819550000222
391,1,-602.5527,Cs,5.540599793103411
755,20,-731.26916,O,5.540619549999974
521,3,-1227.0553,Co,5.540988449999986
755,10,-731.26849,O,5.541289549999988
634,1,-622.52436,Cs,5.5419997931034
30,55,-1327.6216,O,5.54361955000013
376,19,-1130.8536,Fe,5.543674900000042
1159,1,-614.09404,Rb,5.547529337500009
532,3,-912.88227,O,5.5493595500000765
356,1,-1029.8774,Co,5.550888450000002
812,5,-949.76156,O,5.551559549999979
343,4,-486.87853,O,5.555539549999992
322,1,-868.38797,Cd,5.555767400000036
621,1,-541.75956,Cs,5.556609793103462
16,9,-877.66016,O,5.557949549999989
1141,3,-650.92171,O,5.559449550000068
1308,4,-515.12978,O,5.561149550000096
30,33,-1327.6037,O,5.561519550000185
30,39,-1327.6007,O,5.564519550000114
376,63,-1133.702,O,5.5647195500000635
1051,1,-731.71874,Na,5.565658034482681
495,18,-789.70516,O,5.566159550000066
1351,5,-1278.6956,O,5.566219550000142
666,3,-800.2058,O,5.566839550000054
323,2,-869.07156,Cd,5.567377400000055
798,1,-510.26692,K,5.567551549999905
134,6,-1492.964,O,5.570019550000097
365,8,-917.34887,Co,5.572338449999961
55,3,-872.19278,O,5.572729550000076
433,2,-1310.242,Mn,5.572876206896581
31,9,-1331.4148,O,5.573119550000001
34,9,-810.72178,O,5.5734795500001155
16,10,-877.64437,O,5.5737395500000275
1297,4,-1049.6864,O,5.576519550000057
365,7,-917.34417,Co,5.577038450000032
13,7,-1319.245,O,5.579919550000113
411,3,-1087.733,Cd,5.580117400000063
327,1,-893.0582,Cd,5.581247399999938
13,8,-1319.243,O,5.581919550000066
30,51,-1327.5833,O,5.581919550000066
757,1,-605.76525,K,5.582811549999974
469,12,-1658.8693,O,5.583919550000019
727,3,-956.00686,O,5.584499550000146
1191,1,-537.31039,Rb,5.5854593374999695
15,5,-1319.1073,O,5.5866195500002505
798,7,-509.564,O,5.5869295499999225
30,60,-1327.5782,O,5.58701955000015
849,1,-1294.384,Li,5.588073433333193
495,17,-789.68313,O,5.588189550000038
14,16,-877.85444,O,5.589089550000153
469,13,-1658.864,O,5.5892195500000525
1033,1,-677.56953,Na,5.591918034482774
30,52,-1327.5723,O,5.592919550000033
31,10,-1331.3941,O,5.593819550000035
375,21,-555.87918,Fe,5.594084899999984
333,3,-784.89394,O,5.594349550000061
34,8,-810.69986,O,5.595399550000138
799,8,-1027.672,O,5.595519550000063
30,26,-1327.5681,O,5.597119550000116
885,3,-1126.2159,O,5.598219550000067
30,43,-1327.5634,O,5.601819550000073
957,2,-606.71224,Zn,5.602116300000034
1002,4,-1554.2313,Mn,5.603976206896505
741,3,-775.49636,O,5.604029550000064
326,4,-790.13766,O,5.604529550000052
378,50,-1132.2911,O,5.606819550000182
382,46,-1137.271,O,5.60871955000016
1227,3,-1056.4307,O,5.608819550000135
740,3,-775.02997,O,5.610259550000023
847,2,-1959.2361,Li,5.610373433333052
1304,4,-581.03217,O,5.6105295500001375
375,27,-555.86251,Fe,5.610754899999961
1204,3,-927.15667,O,5.6133695500001295
1038,2,-502.72554,Cd,5.614127399999973
807,1,-539.86762,K,5.615811550000103
365,4,-917.30457,Co,5.616638449999982
44,9,-1192.1665,Co,5.616688449999856
61,1,-647.52594,Al,5.617223699999954
756,3,-616.69376,O,5.6183795500001
30,25,-1327.5444,O,5.620819550000078
1353,20,-1276.896,O,5.62561955000001
86,3,-1039.7243,O,5.625919549999935
14,15,-877.81378,O,5.629749550000156
1353,9,-1276.8909,O,5.630719549999867
323,1,-869.00688,Cd,5.632057400000008
357,1,-1029.6745,Co,5.6321884499998305
343,1,-487.3776,Cd,5.633167400000048
464,15,-1665.7571,O,5.635319550000077
799,1,-1028.3128,K,5.638261550000152
368,1,-1006.0964,Co,5.6383884499999795
30,41,-1327.526,O,5.639219550000007
644,1,-536.08678,Cs,5.640099793103445
1142,3,-978.78387,O,5.64043955000011
30,59,-1327.5243,O,5.640919550000035
703,3,-757.75669,O,5.642589550000025
377,55,-1126.3959,O,5.643019549999963
1030,20,-624.46207,O,5.643209550000051
196,2,-699.71331,Zn,5.643416300000013
99,3,-758.80436,O,5.643929550000053
1107,1,-813.87822,Na,5.643998034482593
624,1,-587.54291,Cs,5.644429793103427
740,1,-775.67893,K,5.644841550000024
376,79,-1133.6205,O,5.646219550000069
1301,4,-515.07264,O,5.649059550000061
411,2,-1087.6637,Cd,5.6494173999999475
31,8,-1331.3378,O,5.650119549999999
798,2,-510.18389,K,5.650581549999913
35,7,-811.95987,O,5.650709549999988
847,8,-1959.1953,Li,5.651173433333042
315,2,-938.16027,Cd,5.652917400000092
1234,4,-854.64489,Sn,5.6551794499999914
544,1,-1450.9091,Y,5.655383333333248
382,55,-1137.2243,O,5.655419550000033
741,1,-776.12831,K,5.655621549999978
847,7,-1959.1895,Li,5.656973433333178
666,4,-800.11514,O,5.657499550000011
376,77,-1133.6092,O,5.657519549999961
325,3,-726.71545,O,5.658579550000013
721,4,-607.37008,O,5.660389549999991
654,3,-634.22267,O,5.662769550000007
260,2,-1068.9774,Rh,5.6629705000000286
379,63,-1128.9025,O,5.663919550000173
85,1,-681.75059,Al,5.6641036999999415
379,51,-1128.9023,O,5.664119550000123
647,2,-699.58891,B,5.664166583333326
31,15,-1331.3233,O,5.664619549999998
390,1,-449.58028,Cs,5.664649793103422
31,11,-1331.3199,O,5.668019550000054
1030,10,-624.43478,O,5.670499550000045
847,4,-1959.175,Li,5.671473433333176
376,72,-1133.5942,O,5.672519550000061
847,6,-1959.1733,Li,5.673173433333204
847,5,-1959.1731,Li,5.673373433333154
1353,16,-1276.8472,O,5.674419550000039
1098,8,-402.77564,O,5.674599549999982
85,2,-683.51124,Ni,5.675975299999891
430,2,-1641.0163,Mn,5.677776206896397
829,1,-567.15884,Li,5.678013433333263
990,4,-804.14692,O,5.680809550000049
379,58,-1128.8845,O,5.681919550000202
378,58,-1132.2136,O,5.684319550000055
1088,1,-1054.1253,Na,5.68432803448286
469,9,-1658.7683,O,5.6849195500001315
141,9,-472.63473,O,5.686389550000001
379,69,-1128.8778,O,5.688619550000112
582,1,-893.79209,Zn,5.689956299999949
965,4,-1180.7044,O,5.69051955000009
382,19,-1134.3195,Fe,5.690774899999951
378,74,-1132.2062,O,5.691719550000016
746,1,-521.76534,K,5.694041549999952
665,4,-799.16989,O,5.694089550000058
520,3,-1227.6507,Co,5.694388450000133
1350,9,-1280.8115,O,5.69461954999997
742,1,-1047.6684,K,5.698161550000123
128,2,-667.55446,Cd,5.698237400000039
1323,1,-1219.5716,Sr,5.70170209999992
30,30,-1327.4631,O,5.702119550000134
917,2,-1427.1683,Mg,5.702595699999847
4,3,-1096.2063,O,5.7043195500000365
375,79,-558.63508,O,5.707629550000092
1353,10,-1276.8132,O,5.708419549999917
379,79,-1128.8565,O,5.709919549999995
841,4,-1963.6038,Li,5.71147343333314
841,3,-1963.6037,Li,5.711573433333342
382,48,-1137.1673,O,5.71241955000005
841,2,-1963.6027,Li,5.7125734333333185
382,18,-1134.2976,Fe,5.712674899999911
868,1,-1662.4449,Li,5.713973433333194
1087,1,-1058.5499,Na,5.714928034482909
465,10,-1665.3663,O,5.715219550000256
970,7,-1847.1048,O,5.7156195499999285
379,52,-1128.8502,O,5.716219550000005
376,42,-1133.5502,O,5.716519550000157
101,3,-976.60216,O,5.717619549999995
521,4,-1229.7972,O,5.7177195500000835
1353,15,-1276.8037,O,5.717919550000033
3,4,-430.28576,O,5.7182595500000275
799,2,-1028.2328,K,5.718261550000079
378,22,-1129.3102,Fe,5.718274900000097
377,17,-1123.4506,Fe,5.718874899999946
31,12,-1331.2689,O,5.7190195499999845
378,26,-1129.308,Fe,5.720474899999999
30,53,-1327.4447,O,5.720519550000063
378,23,-1129.3078,Fe,5.720674899999949
207,2,-790.2241,Sb,5.7210772999999335
377,73,-1126.3174,O,5.721519550000039
1153,1,-519.13494,Rb,5.722409337499926
