pris_idx,vac_idx,energy,vac_type,formation_energy
1326,42,-1452.8665,O,6.639619549999907
377,42,-1125.3985,O,6.640419549999933
1330,72,-1452.9972,O,6.640419549999933
998,1,-1036.7161,Mn,6.640476206896437
267,4,-975.49414,O,6.642609550000088
382,54,-1136.2346,O,6.645119550000118
299,73,-1103.222,O,6.645819550000169
651,23,-848.63635,O,6.647659550000071
144,25,-1521.632,O,6.648219550000022
65,11,-1690.3604,O,6.650319549999949
1300,3,-1131.9538,O,6.652319550000129
65,15,-1690.3582,O,6.652519550000079
1330,114,-1452.9848,O,6.652819550000004
378,33,-1131.2447,O,6.653219550000131
470,6,-1297.5067,Cr,6.654804000000013
625,2,-962.70376,Mo,6.654851000000008
296,41,-547.99241,O,6.655699550000122
167,2,-852.81391,Ba,6.655775500000118
357,11,-1031.569,O,6.656319550000035
1305,1,-1135.6542,Sr,6.657402100000127
1325,70,-1452.8987,O,6.657719550000138
330,8,-903.31705,O,6.6584695500000635
476,7,-1297.5474,Cr,6.65910400000007
376,65,-1132.6075,O,6.659219549999989
1326,45,-1452.8465,O,6.6596195499998885
1325,67,-1452.8965,O,6.6599195500000405
540,4,-1015.2286,O,6.661019549999992
375,71,-557.68053,O,6.662179550000133
1328,70,-1452.9181,O,6.662319549999893
1008,2,-1611.3752,Mn,6.662876206896499
1031,2,-647.46506,Br,6.663487424999971
1263,19,-1289.0946,O,6.664219550000098
890,1,-804.27276,Mg,6.664455699999962
1325,89,-1452.8919,O,6.664519550000023
1008,3,-1611.3718,Mn,6.666276206896555
1330,87,-1452.9712,O,6.6664195500000005
356,5,-1031.679,O,6.667919550000079
1253,8,-1097.2983,Co,6.6686884499999906
268,4,-973.54887,O,6.668899550000106
376,69,-1132.5978,O,6.668919550000055
1325,53,-1452.8868,O,6.669619550000107
292,10,-975.7337,O,6.671139550000021
1328,89,-1452.909,O,6.671419549999882
651,31,-848.61238,O,6.671629550000034
330,11,-903.30319,O,6.672329550000086
1328,67,-1452.9078,O,6.672619550000036
1325,90,-1452.8816,O,6.674819550000166
1325,85,-1452.8813,O,6.67511955000009
151,3,-1262.9998,O,6.67551954999999
1329,14,-716.20726,O,6.675569550000091
541,4,-1017.8554,O,6.6757195500000535
651,28,-848.60722,O,6.6767895500000805
1328,53,-1452.9036,O,6.676819549999891
296,22,-547.97078,O,6.677329550000081
605,4,-833.84014,O,6.678029550000019
181,4,-725.86746,O,6.678099549999956
1263,28,-1289.0802,O,6.678619549999894
1326,53,-1452.8272,O,6.678919550000046
1347,3,-1671.9403,O,6.679419550000148
168,2,-1286.6684,Ba,6.679645500000106
299,56,-1103.1879,O,6.67991955000025
1330,89,-1452.9559,O,6.681719550000025
992,8,-802.20857,O,6.681759550000038
1326,30,-1452.8224,O,6.683719549999978
293,31,-546.9524,O,6.683779550000054
149,3,-1263.034,O,6.684019549999903
992,7,-802.2062,O,6.68412955000008
868,5,-1661.6534,O,6.684319550000055
657,3,-1371.7347,O,6.685319550000031
1328,116,-1452.8943,O,6.686119550000058
1330,61,-1452.9514,O,6.6862195500000325
1328,85,-1452.8941,O,6.686319550000007
1330,90,-1452.9511,O,6.686519549999957
1325,116,-1452.8698,O,6.6866195500001595
1325,69,-1452.8697,O,6.686719550000134
720,3,-940.56567,O,6.686989550000135
149,4,-1263.0309,O,6.687119550000034
1328,90,-1452.8933,O,6.687119550000034
1330,85,-1452.9497,O,6.6879195500000606
994,3,-1163.3566,O,6.688919550000037
717,2,-607.89898,N,6.689070999999899
1014,3,-1058.7604,O,6.69031955000014
1164,2,-992.91664,Mo,6.690400999999952
296,25,-547.95708,O,6.691029550000053
465,14,-1664.3904,O,6.691119550000167
992,3,-801.07211,In,6.691340633333425
293,36,-546.94476,O,6.6914195500000915
370,3,-934.57132,O,6.69227955000008
167,1,-852.77716,Ba,6.692525500000102
1327,27,-722.36541,O,6.692669550000005
1326,52,-1452.8131,O,6.693019549999917
23,2,-653.49564,N,6.693071000000032
694,4,-1058.6484,O,6.6931195500001195
1328,69,-1452.8871,O,6.693319550000069
1325,61,-1452.8629,O,6.693519550000019
299,87,-1103.1741,O,6.693719550000196
1330,53,-1452.9436,O,6.694019549999894
299,40,-1103.1731,O,6.694719550000173
1331,4,-967.90303,O,6.695489550000161
293,45,-546.93984,O,6.6963395500000615
661,6,-1492.8715,O,6.6968195500001
263,3,-1154.7169,O,6.6968195500001
986,2,-1098.1849,Ga,6.697207000000162
1330,116,-1452.9399,O,6.697719549999874
1330,70,-1452.9386,O,6.699019550000003
1330,69,-1452.9381,O,6.699519549999877
1134,4,-867.73733,O,6.699689550000016
956,1,-554.43076,Mg,6.700045700000032
1330,120,-1452.9371,O,6.7005195499998536
1325,102,-1452.8552,O,6.701219550000133
1300,1,-1131.9349,Sr,6.7020021000000725
1328,108,-1452.8779,O,6.702519550000034
144,24,-1521.5775,O,6.702719549999983
1329,24,-716.17991,O,6.702919550000161
295,7,-732.15827,O,6.704289549999999
1326,61,-1452.8017,O,6.704419550000011
347,6,-809.8529,O,6.704479550000087
1328,102,-1452.8752,O,6.705219550000038
1325,120,-1452.8505,O,6.70591955000009
1303,1,-1136.405,Sr,6.70650210000008
1330,102,-1452.9308,O,6.706819549999864
144,26,-1521.5733,O,6.706919550000066
1326,37,-1452.7987,O,6.7074195499999405
1326,58,-1452.7985,O,6.70761954999989
992,4,-801.05572,In,6.707730633333426
1327,25,-722.35027,O,6.707809549999979
1327,15,-722.35016,O,6.707919550000042
379,34,-1127.8584,O,6.708019550000017
992,10,-802.18228,O,6.708049550000055
357,17,-1031.5171,O,6.708219549999967
1328,61,-1452.8721,O,6.708319549999942
992,9,-802.18197,O,6.708359550000068
1325,56,-1452.8478,O,6.708619550000094
357,20,-1031.5166,O,6.708719550000069
1326,33,-1452.796,O,6.710119549999945
908,4,-920.61633,O,6.710399550000147
1325,98,-1452.8457,O,6.710719550000022
655,4,-911.53432,O,6.710879550000072
1330,98,-1452.9265,O,6.711119549999921
1245,3,-1141.954,O,6.71201955000015
299,85,-1103.1557,O,6.712119550000125
299,72,-1103.1556,O,6.7122195500001
297,12,-1473.3098,O,6.712319550000075
295,14,-732.14949,O,6.71306955
1328,56,-1452.8667,O,6.713719549999951
375,52,-557.62893,O,6.71377955000014
1328,98,-1452.8663,O,6.714119550000078
868,7,-1661.6231,O,6.714619549999952
1328,120,-1452.865,O,6.715419549999979
1325,108,-1452.8409,O,6.715519550000181
1002,12,-1558.4,O,6.715719549999903
1330,105,-1452.9218,O,6.715819549999878
1137,8,-495.9931,O,6.715969549999954
261,12,-1615.5138,O,6.717219550000209
1330,58,-1452.92,O,6.717619549999881
382,52,-1136.1617,O,6.718019550000008
375,60,-557.62398,O,6.718729550000148
1195,5,-734.913,O,6.719159550000086
651,34,-848.56405,O,6.719959550000112
1326,35,-1452.7835,O,6.72261954999999
182,9,-724.6043,O,6.723099550000143
1096,9,-1393.4227,O,6.723219550000067
334,4,-1279.9827,O,6.723519549999992
1330,86,-1452.9133,O,6.724319550000018
378,76,-1131.1732,O,6.724719550000145
476,5,-1297.4815,Cr,6.725003999999899
1330,108,-1452.9119,O,6.725719549999894
651,20,-848.55771,O,6.7262995500000216
52,5,-1219.6358,O,6.726719550000098
376,36,-1132.5396,O,6.727119549999998
724,3,-958.34465,O,6.7277095500001
1327,18,-722.33006,O,6.728019549999999
107,14,-930.71068,V,6.728527199999917
376,58,-1132.538,O,6.728719550000051
299,81,-1103.1391,O,6.728719550000051
182,8,-724.59835,O,6.729049550000127
378,55,-1131.1688,O,6.729119550000178
723,3,-753.50599,O,6.730299550000041
1327,16,-722.32509,O,6.732989549999957
40,3,-647.11393,O,6.733539550000046
451,14,-1546.885,O,6.734919550000086
299,60,-1103.1326,O,6.735219550000238
212,4,-860.40818,O,6.735929550000037
107,37,-935.23783,O,6.736309549999987
1240,7,-750.18516,O,6.737159550000115
107,39,-935.23645,O,6.737689550000027
1095,3,-930.3631,O,6.737979549999977
52,8,-1219.6242,O,6.738319550000142
1328,105,-1452.8418,O,6.738619550000067
297,15,-1473.2834,O,6.738719550000042
1328,58,-1452.841,O,6.739419550000093
293,27,-546.89623,O,6.739949550000119
1330,56,-1452.8975,O,6.740119549999918
451,13,-1546.8789,O,6.741019550000146
1327,28,-722.31569,O,6.742389549999984
652,15,-1513.3934,O,6.742419550000022
382,78,-1136.1362,O,6.743519550000201
1328,86,-1452.8366,O,6.743819549999898
1325,58,-1452.8124,O,6.7440195500000755
1008,4,-1611.2903,Mn,6.74777620689656
296,21,-547.89986,O,6.748249550000082
1325,105,-1452.8081,O,6.748319550000133
1325,86,-1452.8079,O,6.748519550000083
909,1,-931.57174,Mg,6.74906569999996
1046,2,-684.82061,Co,6.749498450000033
299,44,-1103.1179,O,6.749919550000186
375,38,-557.59034,O,6.7523695500001395
652,14,-1513.3823,O,6.7535195499999645
651,22,-848.52986,O,6.754149550000079
22,4,-880.0611,N,6.757660999999985
1043,2,-683.21039,Cl,6.757822150000038
592,8,-877.48424,O,6.758489550000036
378,67,-1131.1392,O,6.7587195500000234
534,4,-962.2099,O,6.7593095500001255
376,76,-1132.5074,O,6.7593195500001
296,32,-547.88818,O,6.759929550000038
261,8,-1615.4697,O,6.761319550000053
1003,1,-1533.8909,Mn,6.76137620689633
256,2,-890.30679,Ni,6.762615299999993
183,1,-1205.8304,Ba,6.764945500000067
473,6,-1297.0077,Cr,6.765603999999712
659,4,-1365.6619,O,6.765719550000085
382,68,-1136.1136,O,6.766119550000212
377,18,-1122.4028,Fe,6.766674899999771
1096,15,-1393.379,O,6.766919550000239
379,75,-1127.7992,O,6.7672195500001635
370,4,-934.49605,O,6.767549550000126
377,7,-1119.8633,Cr,6.767803999999842
1326,59,-1452.7378,O,6.768319549999887
686,1,-788.51357,Fe,6.7685248999999885
908,3,-920.55685,O,6.7698795500000415
1012,1,-1276.0757,Mn,6.771176206896371
1329,22,-716.11141,O,6.771419550000132
376,59,-1132.4947,O,6.7720195500000955
1291,14,-878.61128,O,6.774249550000036
1195,4,-734.85771,O,6.774449550000099
234,2,-1020.7886,Co,6.775688450000189
293,41,-546.85819,O,6.777989550000029
1096,12,-1393.3663,O,6.779619550000234
144,28,-1521.4998,O,6.780419550000033
299,51,-1103.0871,O,6.780719550000185
294,18,-611.1606,O,6.780779550000034
1300,4,-1131.8253,O,6.78081955000016
382,37,-1136.0974,O,6.782319550000011
565,4,-1058.1241,O,6.782619550000163
1329,29,-716.09864,O,6.784189550000065
295,8,-732.07605,O,6.786509550000005
293,34,-546.84776,O,6.7884195500000715
604,1,-681.73606,Zn,6.78876630000002
1095,4,-930.31224,O,6.788839550000034
299,42,-1103.0782,O,6.789619550000225
299,79,-1103.0772,O,6.790619550000201
917,3,-1422.1648,Si,6.791626499999893
1195,3,-734.84041,O,6.791749550000077
659,6,-1365.6358,O,6.7918195500001275
287,3,-864.38015,O,6.791839550000077
294,11,-611.14874,O,6.792639550000104
520,5,-1226.5512,Co,6.79388844999994
377,4,-1119.8352,Cr,6.795903999999837
545,4,-1072.7402,O,6.796119550000185
720,2,-937.5379,Co,6.796128449999969
699,2,-740.71051,Fe,6.796324899999945
1240,14,-750.1254,O,6.796919550000098
376,32,-1129.5994,Fe,6.797874899999897
1013,1,-1273.6981,Mn,6.799576206896518
379,53,-1127.7667,O,6.799719550000191
687,2,-1538.0412,Fe,6.799874900000077
299,52,-1103.0678,O,6.8000195500001155
1329,20,-716.08245,O,6.800379550000116
299,66,-1103.0661,O,6.8017195500001435
541,5,-1017.7293,O,6.801819550000118
1325,99,-1452.7545,O,6.801919550000093
520,4,-1226.5427,Co,6.80238845000008
955,1,-866.13772,Mg,6.802505699999983
378,24,-1128.2249,Fe,6.803574900000058
392,2,-564.82058,Br,6.8038574250000465
687,1,-1538.036,Fe,6.805074899999909
377,49,-1125.2329,O,6.806019549999974
298,11,-611.23151,O,6.806179550000138
1013,3,-1278.9719,O,6.806219550000151
525,3,-1232.4783,O,6.806419550000101
1096,14,-1393.3392,O,6.806719550000253
687,6,-1538.0336,Fe,6.807474899999988
293,37,-546.82843,O,6.80774955000004
379,13,-1122.3506,Cr,6.808003999999983
1325,92,-1452.7475,O,6.808919550000155
1328,99,-1452.7707,O,6.809719549999954
347,8,-809.74651,O,6.81086955000012
1327,22,-722.24709,O,6.810989550000045
687,4,-1538.03,Fe,6.811074899999994
1330,112,-1452.8253,O,6.812319549999984
1328,92,-1452.768,O,6.812419549999959
107,7,-932.97399,Al,6.81268369999998
687,3,-1538.0283,Fe,6.812774900000022
1325,112,-1452.7434,O,6.8130195500000355
376,5,-1127.0455,Cr,6.813403999999991
687,5,-1538.0271,Fe,6.813974899999948
388,3,-1339.0678,O,6.814119549999987
570,2,-1028.2254,V,6.814187200000106
655,3,-911.42996,O,6.815239550000001
375,55,-557.52619,O,6.816519550000066
1096,10,-1393.3292,O,6.8167195500002435
996,1,-1092.6861,Mn,6.816876206896495
470,7,-1297.3443,Cr,6.817203999999947
1096,11,-1393.327,O,6.818919550000146
1330,107,-1452.8175,O,6.820119549999845
1014,4,-1058.6296,O,6.8211195500000485
1330,99,-1452.8164,O,6.8212195500000234
330,12,-903.15406,O,6.8214595500001
1328,112,-1452.7586,O,6.8218195500001
378,49,-1131.076,O,6.821919550000075
88,3,-1148.1023,O,6.825419550000106
451,12,-1546.7935,O,6.826419550000082
605,3,-833.69147,O,6.826699550000058
1218,5,-980.71131,O,6.826869550000083
67,2,-1112.0693,Fe,6.827474899999743
1021,2,-443.04082,Cl,6.82781215
1176,12,-1377.7335,O,6.828419550000035
1325,107,-1452.7272,O,6.829219550000062
294,20,-611.11191,O,6.829469550000113
1326,54,-1452.6749,O,6.831219550000014
1096,13,-1393.3147,O,6.831219550000242
298,18,-611.20514,O,6.832549550000067
377,56,-1125.2057,O,6.833219549999967
377,13,-1119.7975,Cr,6.833603999999923
382,43,-1136.0456,O,6.834119550000196
1326,27,-1452.67,O,6.836119549999921
298,20,-611.2011,O,6.836589550000099
574,6,-1496.531,Zr,6.837197500000002
1328,107,-1452.743,O,6.83741955000005
453,18,-1569.0612,O,6.837619549999999
378,75,-1131.0602,O,6.837719550000202
470,8,-1297.3228,Cr,6.838704000000007
403,2,-1497.999,B,6.838986583333281
107,28,-935.135,O,6.839139550000027
376,41,-1132.4268,O,6.839919550000104
1330,59,-1452.7966,O,6.8410195500000555
1327,19,-722.21698,O,6.841099549999967
293,29,-546.7929,O,6.843279550000034
657,4,-1371.5752,O,6.844819550000011
296,43,-547.80224,O,6.845869550000089
451,20,-1546.7735,O,6.846419550000064
299,58,-1103.0214,O,6.846419550000064
1240,10,-750.07367,O,6.848649550000118
375,46,-557.49377,O,6.848939550000068
590,2,-747.2037,Ni,6.850625299999933
79,3,-1266.48,O,6.850719550000122
299,71,-1103.0159,O,6.851919550000048
1149,2,-566.86567,Br,6.85213742499991
1330,96,-1452.7844,O,6.853219549999949
293,39,-546.78202,O,6.854159550000077
1176,9,-1377.7073,O,6.854619550000052
872,6,-1093.4326,O,6.854819550000002
1330,50,-1452.7826,O,6.855019549999952
991,2,-806.40885,In,6.855170633333387
1014,1,-1053.3149,Mn,6.855376206896381
652,13,-1513.2804,O,6.855419549999851
651,39,-848.42835,O,6.855659550000041
1325,59,-1452.7001,O,6.85631955000008
1328,59,-1452.7241,O,6.85631955000008
292,5,-975.54826,O,6.856579549999992
457,3,-1029.0151,O,6.85691954999993
1096,8,-1393.2888,O,6.857119550000107
44,28,-1193.8445,O,6.8573195500000566
1330,92,-1452.7797,O,6.857919549999906
375,54,-557.48339,O,6.859319550000123
1328,96,-1452.7206,O,6.859819549999884
1331,3,-967.7387,O,6.859819550000111
107,26,-935.11392,O,6.860219550000011
395,2,-515.67448,Cl,6.860592150000002
991,3,-807.52987,O,6.861029550000126
334,5,-1279.845,O,6.861219549999987
1325,96,-1452.6945,O,6.861919550000039
376,47,-1132.4047,O,6.862019550000014
293,23,-546.77388,O,6.8622995500001025
336,3,-1279.9179,O,6.862319550000166
382,35,-1136.0148,O,6.864919550000195
296,19,-547.7823,O,6.865809550000108
375,37,-557.47639,O,6.866319550000071
44,22,-1193.8335,O,6.868319550000024
379,45,-1127.6961,O,6.870319550000204
651,38,-848.41335,O,6.870659550000028
299,68,-1102.9969,O,6.870919550000053
376,73,-1132.3955,O,6.871219549999978
167,5,-852.80648,O,6.871479550000117
382,70,-1136.008,O,6.87171955000008
1330,88,-1452.7658,O,6.871819550000055
1326,32,-1452.6341,O,6.8720195500000045
1328,77,-1452.7069,O,6.873519550000083
522,7,-911.21635,O,6.873699549999969
748,2,-674.87118,Co,6.873728450000044
1328,50,-1452.706,O,6.874419550000084
299,46,-1102.9933,O,6.874519550000059
890,3,-803.9741,O,6.8746395499999835
396,2,-515.64617,Cl,6.874682150000012
377,30,-1122.2942,Fe,6.875274899999795
195,2,-740.0411,Ba,6.875885499999981
1325,77,-1452.6804,O,6.876019550000137
1325,50,-1452.6804,O,6.876019550000137
445,1,-1504.2675,Ti,6.876031333333458
65,16,-1690.1346,O,6.876119549999885
379,17,-1124.82,Fe,6.87697490000005
263,1,-1154.2094,Ca,6.878088700000035
107,35,-935.09563,O,6.87850954999999
1329,21,-716.00382,O,6.879009550000092
292,8,-975.52427,O,6.880569550000018
377,38,-1125.1573,O,6.8816195499998685
378,48,-1131.016,O,6.8819195500000205
1325,88,-1452.6742,O,6.882219550000173
65,12,-1690.1281,O,6.882619550000072
299,53,-1102.9851,O,6.882719550000047
1327,23,-722.17516,O,6.882919549999997
376,48,-1132.3835,O,6.883219550000149
298,21,-611.15404,O,6.8836495500000865
297,14,-1473.138,O,6.88411955000015
1325,49,-1452.6721,O,6.8843195500001
1330,49,-1452.7512,O,6.886419550000028
334,3,-1279.8197,O,6.886519550000003
1328,49,-1452.6932,O,6.887219550000054
394,2,-489.01814,Cd,6.887467399999991
244,5,-801.46248,O,6.887849550000055
1328,88,-1452.6919,O,6.888519549999955
382,41,-1135.9892,O,6.8905195500001355
745,2,-520.70839,Cl,6.890972149999925
379,41,-1127.6753,O,6.891119549999985
687,21,-1540.8191,O,6.891419550000137
340,2,-1565.8892,Cd,6.891517399999884
1329,18,-715.99097,O,6.891859550000163
375,53,-557.45011,O,6.892599550000114
1330,55,-1452.7444,O,6.8932195499999125
294,21,-611.04802,O,6.8933595500001275
1325,74,-1452.6627,O,6.893719550000014
534,5,-962.07545,O,6.893759550000027
299,45,-1102.9735,O,6.894319550000091
1096,16,-1393.2507,O,6.895219550000093
296,45,-547.75223,O,6.895879550000018
1326,48,-1452.6087,O,6.897419549999995
522,3,-908.27324,Co,6.898178449999932
651,36,-848.38566,O,6.8983495500000345
1326,26,-1452.6063,O,6.899819550000075
996,2,-1092.6014,Mn,6.9015762068963795
377,37,-1125.1372,O,6.9017195500000525
52,4,-1216.5413,Co,6.902588449999939
294,17,-611.0375,O,6.903879550000056
1330,77,-1452.7333,O,6.904319549999855
1205,2,-1173.4134,Co,6.904988450000019
709,1,-753.23002,Ge,6.905410800000027
293,22,-546.72992,O,6.9062595500000725
1328,74,-1452.6736,O,6.906819549999909
651,41,-848.37682,O,6.907189550000112
244,8,-801.44228,O,6.908049550000101
1002,1,-1552.9259,Mn,6.909376206896468
335,9,-849.31566,O,6.909709550000116
1330,74,-1452.7278,O,6.909819550000066
1153,2,-517.22291,Cl,6.9099021499999935
298,17,-611.1277,O,6.909989550000091
687,22,-1540.7995,O,6.911019549999992
47,1,-1054.8842,Al,6.91215370000009
687,20,-1540.7983,O,6.912219550000145
294,14,-611.02909,O,6.912289550000082
547,3,-846.74997,Ni,6.913495300000022
298,14,-611.12357,O,6.914119550000123
1325,55,-1452.6417,O,6.9147195500002
378,43,-1130.983,O,6.91491955000015
1176,10,-1377.6469,O,6.915019550000125
746,2,-519.96747,Cl,6.915492149999864
1240,13,-750.00314,O,6.919179550000081
651,44,-848.36435,O,6.9196595500001195
299,55,-1102.9465,O,6.921319550000135
107,40,-935.05208,O,6.922059549999972
294,15,-611.01829,O,6.9230895500001
379,60,-1127.643,O,6.923419550000062
739,2,-570.2223,Br,6.924467424999989
723,4,-753.31049,O,6.925799550000079
712,4,-720.43164,O,6.925799550000079
963,1,-848.6292,Mn,6.926776206896648
1328,55,-1452.6528,O,6.927619549999918
335,7,-849.29751,O,6.9278595500001074
357,13,-1031.2972,O,6.9281195500000194
1007,3,-1279.5164,Mn,6.928176206896524
1273,4,-781.26905,O,6.9285295500000075
336,5,-1279.8514,O,6.928819550000071
294,16,-611.01232,O,6.929059550000034
377,25,-1122.2404,Fe,6.929074899999932
522,6,-911.15994,O,6.930109549999997
382,80,-1135.9494,O,6.930319550000149
335,5,-849.29275,O,6.93261955000014
379,19,-1124.764,Fe,6.93297490000009
107,10,-930.50619,V,6.933017199999995
357,18,-1031.2916,O,6.933719549999978
649,5,-1141.5423,O,6.933719549999978
299,63,-1102.932,O,6.935819550000133
687,23,-1540.7742,O,6.936319550000007
378,66,-1130.9585,O,6.939419550000139
651,40,-848.34445,O,6.939559550000013
651,35,-848.3437,O,6.940309550000052
25,3,-750.56859,O,6.941179550000129
687,24,-1540.7692,O,6.941319550000117
65,13,-1690.0683,O,6.942419550000068
357,12,-1031.2815,O,6.943819549999944
144,27,-1521.3364,O,6.943819550000171
299,47,-1102.9233,O,6.944519550000223
1329,17,-715.93786,O,6.94496955000011
520,6,-1226.3997,Co,6.9453884500001095
375,39,-557.39716,O,6.945549550000123
382,44,-1135.9321,O,6.947619550000127
335,6,-849.27772,O,6.947649550000051
257,2,-1004.653,Ni,6.948475299999927
296,37,-547.69956,O,6.9485495500000525
377,59,-1125.0901,O,6.948819550000053
1176,8,-1377.6117,O,6.950219550000156
295,15,-731.91151,O,6.951049549999993
297,10,-1473.071,O,6.951119550000158
336,4,-1279.8289,O,6.9513195500001075
1329,27,-715.93042,O,6.952409550000084
457,4,-1028.9196,O,6.952419550000059
687,19,-1540.7573,O,6.953219550000085
299,75,-1102.9141,O,6.953719550000187
298,15,-611.08291,O,6.954779550000126
495,9,-788.31637,O,6.954949550000038
1002,3,-1552.8795,Mn,6.955776206896417
299,74,-1102.912,O,6.955819550000115
293,24,-546.6799,O,6.95627955000009
37,4,-690.9788,O,6.957039550000104
65,9,-1690.0514,O,6.959319549999918
661,5,-1492.6078,O,6.960519550000072
296,24,-547.68693,O,6.961179550000111
651,19,-848.32149,O,6.9625195500000245
144,16,-1521.3169,O,6.963319550000051
451,11,-1546.6556,O,6.9643195500000274
335,8,-849.2606,O,6.964769550000142
293,25,-546.67102,O,6.965159550000067
169,4,-775.18279,O,6.965839550000055
144,22,-1521.3137,O,6.966519550000157
431,2,-1333.109,Mn,6.966776206896611
1329,15,-715.91565,O,6.967179550000083
1271,8,-795.11924,O,6.967479550000121
382,62,-1135.9087,O,6.971019550000165
382,66,-1135.9063,O,6.973419550000017
1240,8,-749.94875,O,6.973569550000093
379,71,-1127.5928,O,6.973619550000194
378,35,-1130.9235,O,6.974419549999993
651,26,-848.30922,O,6.974789550000082
107,38,-934.99908,O,6.975059549999969
546,3,-1163.655,O,6.975619550000147
143,4,-795.32483,O,6.975789550000059
996,8,-1097.8071,O,6.976319549999971
907,1,-977.52343,Mg,6.977645700000039
378,36,-1130.9201,O,6.977819550000049
560,3,-1066.4877,O,6.9780195500002264
357,19,-1031.2468,O,6.978519550000101
1271,6,-795.10818,O,6.978539550000164
25,4,-750.53032,O,6.97944955000014
168,7,-1286.5748,O,6.98151955000003
299,57,-1102.8863,O,6.981519550000257
711,4,-721.04421,O,6.982659549999994
1003,4,-1533.6694,Mn,6.982876206896435
356,6,-1031.3639,O,6.983019550000108
535,2,-1040.9106,Fe,6.984774900000048
107,36,-934.98931,O,6.984829549999972
379,64,-1127.581,O,6.985419550000188
377,52,-1125.053,O,6.985919549999835
144,20,-1521.2924,O,6.98781955000004
659,5,-1365.4384,O,6.9892195500001435
567,4,-1054.7394,O,6.989919550000195
369,5,-1524.3377,O,6.99041955000007
335,10,-849.23064,O,6.994729550000102
130,1,-437.81179,Ba,6.997315500000013
451,16,-1546.6226,O,6.997319550000157
168,8,-1286.5587,O,6.997619550000081
299,48,-1102.8675,O,7.000319550000086
538,7,-901.66443,O,7.00090954999996
378,59,-1130.8967,O,7.001219550000087
296,20,-547.64683,O,7.001279550000049
651,37,-848.28094,O,7.0030695500000775
1176,11,-1377.5587,O,7.00321955000004
298,16,-611.03418,O,7.0035095500001034
296,40,-547.64411,O,7.003999550000117
144,21,-1521.2761,O,7.004119550000041
208,3,-875.04165,O,7.004719550000004
295,10,-731.85527,O,7.007289549999996
1003,6,-1533.6438,Mn,7.0084762068963755
369,3,-1524.3178,O,7.010319550000077
295,9,-731.85147,O,7.011089550000065
651,33,-848.27264,O,7.01136955000004
497,3,-1131.4798,O,7.01381954999988
378,63,-1130.884,O,7.013919550000082
369,4,-1524.3131,O,7.015019550000034
1008,5,-1611.0229,Mn,7.015176206896513
24,6,-1007.8917,O,7.015319550000072
244,6,-801.33489,O,7.01543955000011
378,37,-1130.8807,O,7.0172195500001635
794,3,-1044.9783,O,7.017319550000138
724,4,-958.05269,O,7.019669550000117
44,20,-1193.6815,O,7.0203195500000675
375,11,-551.91423,Cr,7.020664000000124
452,6,-1562.0746,O,7.021319550000044
107,13,-930.41768,V,7.021527199999923
996,7,-1097.7618,O,7.0216195499999685
986,3,-1099.2669,O,7.023919550000073
296,23,-547.62316,O,7.024949550000088
297,9,-1472.9967,O,7.0254195500001515
1206,2,-1174.3984,Co,7.0256884499999614
308,1,-1207.685,Ca,7.027788700000201
1271,9,-795.05852,O,7.028199550000068
1206,3,-1174.3953,Co,7.028788450000093
868,6,-1661.3082,O,7.029519550000032
451,19,-1546.5892,O,7.030719550000185
24,8,-1007.8759,O,7.031119550000085
378,53,-1130.864,O,7.033919550000064
1272,22,-1601.4686,O,7.036219550000169
651,25,-848.24764,O,7.036369550000018
465,11,-1664.0422,O,7.039319550000073
653,3,-1008.3856,O,7.040819550000151
24,9,-1007.8645,O,7.0425195500000655
375,45,-557.2983,O,7.0444095500000685
299,83,-1102.8223,O,7.045519550000108
651,45,-848.237,O,7.047009550000098
1330,117,-1452.5901,O,7.047519550000061
1220,4,-1239.4115,O,7.047919550000188
62,5,-1437.2298,O,7.048719549999987
1272,30,-1601.4553,O,7.049519550000014
1325,93,-1452.5065,O,7.049919550000141
1328,93,-1452.5285,O,7.051919550000093
169,3,-775.09664,O,7.05198955000003
996,10,-1097.7304,O,7.0530195500000445
527,2,-1013.5374,Cr,7.054204000000027
1319,3,-1038.7055,O,7.055619550000074
377,39,-1124.9811,O,7.0578195499999765
242,8,-1617.6182,O,7.058119550000129
1325,103,-1452.498,O,7.058419550000053
292,9,-975.34606,O,7.058779550000054
1326,55,-1452.4461,O,7.060019550000106
1328,103,-1452.5197,O,7.060719549999931
538,6,-901.6039,O,7.0614395500000455
1325,78,-1452.4945,O,7.061919550000084
1330,103,-1452.5754,O,7.062219550000009
997,5,-1653.7498,O,7.062719550000111
574,10,-1496.3054,Zr,7.062797499999988
551,4,-1293.7069,O,7.063119550000238
1240,9,-749.85893,O,7.0633895500001245
1328,78,-1452.5167,O,7.063719550000087
458,3,-770.07639,O,7.064619550000089
293,19,-546.57086,O,7.0653195500000265
293,33,-546.57066,O,7.06551955000009
382,39,-1135.8136,O,7.066119550000167
454,6,-1561.4501,O,7.067219550000118
1330,93,-1452.5691,O,7.068519550000019
299,69,-1102.7969,O,7.070919550000099
1329,19,-715.81175,O,7.0710795500001495
680,1,-1355.5318,Fe,7.071674900000062
1240,15,-749.85042,O,7.071899550000126
1326,49,-1452.4339,O,7.07221955
1325,117,-1452.4839,O,7.072519550000152
299,82,-1102.7951,O,7.072719550000102
883,1,-624.69324,Mg,7.073165700000004
